Rank,University,Points
1,Universitat Politécnica de Valéncia,2014.99
2,University of Seville,364.27
3,Escola Politècnica Superior d'Enginyeria de Manresa,310.06
4,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,264.82
5,TECNUN - University of Navarra,154.1
6,University Carlos III of Madrid,151.4
7,Universidad de Vigo,151.0
8,University of Cadiz,104.3
9,University of Malaga,87.14
10,Universidad Europea de Madrid,83.94
11,Universidad Politécnica de Madrid (UPM),83.02
12,University of the Basque Country,68.93
13,Universidad Francisco de Vitoria,39.9
14,Universitat Jaume I,18.0
15,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,13.5
16,Universidad Rey Juan Carlos,13.5
17,Universidad de Castilla-La Mancha,12.0
18,Escola Universitària Salesiana de Sarrià (UAB),9.0
19,Universidad Politécnica de Cartagena,0.0
20,Universitat de Girona,0.0
21,University of Valladolid,0.0
